REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE,ORIGINAL_DEMAND,MODELLED_DEMAND
VIC1,2025-01-01 18:10:00,5802.638636363637,88.99878787878788,AVERAGE,5802.638636363637,4932.242840909091
VIC1,2025-01-01 18:15:00,5814.970606060606,93.89727272727274,AVERAGE,5814.970606060606,4942.7250151515145
VIC1,2025-01-01 18:20:00,5836.625909090909,99.23181818181818,AVERAGE,5836.625909090909,4961.132022727273
VIC1,2025-01-01 18:25:00,5858.842424242424,101.045,AVERAGE,5858.842424242424,4980.016060606061
VIC1,2025-01-01 18:30:00,5877.837424242424,110.98454545454544,AVERAGE,5877.837424242424,4996.1618106060605
VIC1,2025-01-01 18:35:00,5879.870606060606,99.69257575757575,AVERAGE,5879.870606060606,4997.890015151515
VIC1,2025-01-01 18:40:00,5898.18803030303,105.875,AVERAGE,5898.18803030303,5013.459825757575
VIC1,2025-01-01 18:45:00,5903.804545454545,118.18909090909092,AVERAGE,5903.804545454545,5018.233863636364
VIC1,2025-01-01 18:50:00,5917.403333333334,121.87833333333332,AVERAGE,5917.403333333334,5029.792833333334
VIC1,2025-01-01 18:55:00,5919.492272727272,115.12984848484848,AVERAGE,5919.492272727272,5031.568431818181
VIC1,2025-01-01 19:00:00,5924.865303030303,123.81984848484848,AVERAGE,5924.865303030303,5036.135507575757
VIC1,2025-01-01 19:05:00,5901.354242424242,279.3360606060606,AVERAGE,5901.354242424242,5016.151106060606
VIC1,2025-01-01 19:10:00,5885.590454545455,278.4463636363636,AVERAGE,5885.590454545455,5002.751886363637
VIC1,2025-01-01 19:15:00,5890.240151515151,237.13151515151512,AVERAGE,5890.240151515151,5006.704128787878
VIC1,2025-01-01 19:20:00,5876.873030303031,168.3390909090909,AVERAGE,5876.873030303031,4995.342075757576
VIC1,2025-01-01 19:25:00,5866.403939393939,128.89666666666668,AVERAGE,5866.403939393939,4986.443348484849
VIC1,2025-01-01 19:30:00,5851.578939393939,115.3589393939394,AVERAGE,5851.578939393939,4973.842098484848
