REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE,ORIGINAL_DEMAND,MODELLED_DEMAND
VIC1,2025-01-01 19:35:00,5852.068333333334,114.3589393939394,AVERAGE,5852.068333333334,4974.258083333333
VIC1,2025-01-01 19:40:00,5825.4686363636365,110.61560606060608,AVERAGE,5825.4686363636365,4951.648340909091
VIC1,2025-01-01 19:45:00,5805.201060606061,106.93075757575758,AVERAGE,5805.201060606061,4934.420901515152
VIC1,2025-01-01 19:50:00,5782.91909090909,105.71621212121212,AVERAGE,5782.91909090909,4915.481227272727
VIC1,2025-01-01 19:55:00,5770.191212121212,106.50333333333332,AVERAGE,5770.191212121212,4904.66253030303
VIC1,2025-01-01 20:00:00,5743.414090909091,103.12636363636364,AVERAGE,5743.414090909091,4881.901977272727
VIC1,2025-01-01 20:05:00,5707.509696969697,105.66439393939396,AVERAGE,5707.509696969697,4851.383242424242
VIC1,2025-01-01 20:10:00,5691.314545454546,105.0328787878788,AVERAGE,5691.314545454546,4837.617363636364
VIC1,2025-01-01 20:15:00,5670.572575757576,103.8271212121212,AVERAGE,5670.572575757576,4819.986689393939
VIC1,2025-01-01 20:20:00,5633.697121212122,100.02621212121213,AVERAGE,5633.697121212122,4788.642553030303
VIC1,2025-01-01 20:25:00,5601.702424242424,99.42166666666668,AVERAGE,5601.702424242424,4761.44706060606
VIC1,2025-01-01 20:30:00,5562.217272727273,94.28181818181818,AVERAGE,5562.217272727273,4727.884681818182
VIC1,2025-01-01 20:35:00,5528.087424242424,93.0909090909091,AVERAGE,5528.087424242424,4698.87431060606
VIC1,2025-01-01 20:40:00,5495.163333333333,99.10136363636364,AVERAGE,5495.163333333333,4670.8888333333325
VIC1,2025-01-01 20:45:00,5462.386515151516,94.41075757575756,AVERAGE,5462.386515151516,4643.0285378787885
VIC1,2025-01-01 20:50:00,5424.147272727272,92.65515151515152,AVERAGE,5424.147272727272,4610.525181818181
VIC1,2025-01-01 20:55:00,5387.944090909091,90.46924242424242,AVERAGE,5387.944090909091,4579.752477272727
VIC1,2025-01-01 21:00:00,5344.357727272727,86.96257575757575,AVERAGE,5344.357727272727,5344.357727272727
VIC1,2025-01-01 21:05:00,5297.41909090909,92.72196969696972,AVERAGE,5297.41909090909,5297.41909090909
VIC1,2025-01-01 21:10:00,5272.740151515151,95.64530303030304,AVERAGE,5272.740151515151,5272.740151515151
VIC1,2025-01-01 21:15:00,5231.96303030303,95.4671212121212,AVERAGE,5231.96303030303,5231.96303030303
VIC1,2025-01-01 21:20:00,5186.990000000001,93.095,AVERAGE,5186.990000000001,5186.990000000001
VIC1,2025-01-01 21:25:00,5163.216363636364,90.76409090909092,AVERAGE,5163.216363636364,5163.216363636364
VIC1,2025-01-01 21:30:00,5128.211666666667,87.53090909090909,AVERAGE,5128.211666666667,5128.211666666667
VIC1,2025-01-01 21:35:00,5098.941818181818,95.55530303030302,AVERAGE,5098.941818181818,5098.941818181818
VIC1,2025-01-01 21:40:00,5056.956212121212,96.55787878787878,AVERAGE,5056.956212121212,5056.956212121212
VIC1,2025-01-01 21:45:00,5015.34696969697,92.12545454545456,AVERAGE,5015.34696969697,5015.34696969697
VIC1,2025-01-01 21:50:00,4973.112575757576,91.80560606060608,AVERAGE,4973.112575757576,4973.112575757576
VIC1,2025-01-01 21:55:00,4934.319696969696,88.13348484848485,AVERAGE,4934.319696969696,4934.319696969696
VIC1,2025-01-01 22:00:00,4890.899848484849,81.75333333333333,AVERAGE,4890.899848484849,4890.899848484849
VIC1,2025-01-01 22:05:00,4835.12393939394,84.9609090909091,AVERAGE,4835.12393939394,4835.12393939394
VIC1,2025-01-01 22:10:00,4843.803484848485,87.85984848484848,AVERAGE,4843.803484848485,4843.803484848485
VIC1,2025-01-01 22:15:00,4846.14803030303,88.29378787878788,AVERAGE,4846.14803030303,4846.14803030303
VIC1,2025-01-01 22:20:00,4819.301515151516,88.80545454545454,AVERAGE,4819.301515151516,4819.301515151516
VIC1,2025-01-01 22:25:00,4792.833636363636,84.53757575757575,AVERAGE,4792.833636363636,4792.833636363636
VIC1,2025-01-01 22:30:00,4779.728636363637,83.55954545454546,AVERAGE,4779.728636363637,4779.728636363637
VIC1,2025-01-01 22:35:00,4753.646515151515,86.39863636363637,AVERAGE,4753.646515151515,4753.646515151515
VIC1,2025-01-01 22:40:00,4741.223636363637,84.80530303030302,AVERAGE,4741.223636363637,4741.223636363637
VIC1,2025-01-01 22:45:00,4716.205606060606,82.94863636363635,AVERAGE,4716.205606060606,4716.205606060606
VIC1,2025-01-01 22:50:00,4694.556666666666,80.16,AVERAGE,4694.556666666666,4694.556666666666
VIC1,2025-01-01 22:55:00,4669.541212121213,79.32121212121211,AVERAGE,4669.541212121213,4669.541212121213
VIC1,2025-01-01 23:00:00,4671.842272727273,78.23272727272727,AVERAGE,4671.842272727273,4671.842272727273
VIC1,2025-01-01 23:05:00,4686.008333333333,81.22575757575757,AVERAGE,4686.008333333333,4686.008333333333
VIC1,2025-01-01 23:10:00,4804.939393939394,94.01515151515152,AVERAGE,4804.939393939394,4804.939393939394
VIC1,2025-01-01 23:15:00,4832.889999999999,90.91272727272728,AVERAGE,4832.889999999999,4832.889999999999
VIC1,2025-01-01 23:20:00,4818.162424242424,88.15848484848485,AVERAGE,4818.162424242424,4818.162424242424
VIC1,2025-01-01 23:25:00,4820.7818181818175,89.01575757575758,AVERAGE,4820.7818181818175,4820.7818181818175
VIC1,2025-01-01 23:30:00,4815.7548484848485,88.47545454545455,AVERAGE,4815.7548484848485,4815.7548484848485
VIC1,2025-01-01 23:35:00,4795.789090909091,91.15363636363637,AVERAGE,4795.789090909091,4795.789090909091
VIC1,2025-01-01 23:40:00,4762.677121212121,92.3939393939394,AVERAGE,4762.677121212121,4762.677121212121
VIC1,2025-01-01 23:45:00,4713.738484848484,86.98060606060606,AVERAGE,4713.738484848484,4713.738484848484
VIC1,2025-01-01 23:50:00,4675.144545454546,87.52121212121212,AVERAGE,4675.144545454546,4675.144545454546
VIC1,2025-01-01 23:55:00,4633.793484848485,84.1680303030303,AVERAGE,4633.793484848485,4633.793484848485
